Company,    Valuation_$Bn    ,Date_Joined,Industry,City,Country,Continent,Year Founded,    Funding_$Bn    ,Select Investors
6Sense,5.00 ,3/30/2021,Artificial intelligence,San Francisco,United States,North America,2013,0.43 ,"Venrock, Battery Ventures, Insight Partners"
Cerebral,5.00 ,6/10/2021,Health,San Francisco,United States,North America,2020,0.46 ,"Oak HC/FT Partners, Artis Ventures, WestCap Group"
Creditas,5.00 ,12/18/2020,Fintech,Sao Paulo,Brazil,South America,2012,0.83 ,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital"
OneTrust,5.00 ,7/11/2019,Internet software ,Atlanta,United States,North America,2016,0.93 ,Insight Partners
QuintoAndar,5.00 ,9/9/2019,E-commerce ,Campinas,Brazil,South America,2012,0.76 ,"Kaszek Ventures, General Atlantic, SoftBank Group"
C6 Bank,5.00 ,12/2/2020,Fintech,Sao Paulo,Brazil,South America,2018,2.00 ,Credit Suisse
Cockroach Labs,5.00 ,1/12/2021,Data management ,New York,United States,North America,2015,0.63 ,"Google Ventures, Benchmark, FirstMark Capital"
Hopper,5.00 ,3/24/2021,Travel,Montreal,Canada,North America,2007,0.60 ,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures"
Icertis,5.00 ,7/17/2019,Artificial intelligence,Bellevue,United States,North America,2009,0.37 ,"Eight Roads Ventures, Greycroft, Ignition Partners"
Moon Active,5.00 ,1/26/2020,Mobile ,Tel Aviv,Israel,Asia,2011,0.43 ,"Insight Partners, Andalusian Capital Partners"
OfBusiness,5.00 ,7/31/2021,E-commerce ,Gurgaon,India,Asia,2015,0.73 ,"Matrix Partners India, Falcon Edge Capital, SoftBank Group"
Ola Electric Mobility,5.00 ,7/2/2019,Auto ,Bengaluru,India,Asia,2019,0.76 ,"SoftBank Group, Tiger Global Management, Matrix Partners India"
Pine Labs,5.00 ,1/24/2020,Fintech,Noida,India,Asia,1998,0.90 ,"Sequoia Capital India, Temasek, PayPal Ventures"
Qonto,5.00 ,1/11/2022,Fintech,Paris,France,Europe,2016,0.70 ,"Alven Capital, Valar Ventures, Tencent Holdings"
SambaNova Systems,5.00 ,4/13/2021,Data management ,Palo Alto,United States,North America,2017,1.00 ,"Walden International, Google Ventures, Intel Capital"
United Imaging Healthcare,5.00 ,9/15/2017,Health,Shanghai,China,Asia,2011,0.50 ,"China Life Insurance, China Development Bank Capital, CITIC Securities International"
WM Motor,5.00 ,3/8/2019,Auto ,Shanghai,China,Asia,2015,4.00 ,"Baidu Capital, Linear Venture, Tencent"
ZEPZ,5.00 ,8/23/2021,Fintech,London,United Kingdom,Europe,2010,0.66 ,"Accel, Technology Crossover Ventures, LeapFrog Investments"
Black Unicorn Factory,6.00 ,5/20/2021,Other,Los Angeles,United States,North America,2020,0.65 ,Barter Ventures
Easyhome,6.00 ,2/12/2018,Consumer ,Beijing,China,Asia,1999,2.00 ,"Alibaba Group, Boyu Capital, Borui Capital"
WeDoctor,6.00 ,9/22/2015,Health,Hangzhou,China,Asia,2010,1.00 ,"Tencent, Morningside Group"
SVOLT,6.00 ,6/8/2020,Auto ,Changzhou,China,Asia,2018,3.00 ,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management"
Airwallex,6.00 ,3/25/2019,Fintech,Melbourne,Australia,Oceania,2015,0.80 ,"DST Global, Sequoia Capital China, Tencent Holdings"
Deel,6.00 ,4/21/2021,Fintech,San Francisco,United States,North America,2018,0.63 ,"Andreessen Horowitz, Spark Capital, Y Combinator"
Mambu,6.00 ,1/6/2021,Fintech,Amsterdam,Netherlands,Europe,2011,0.45 ,"Runa Capital, Acton Capital Partners, Point Nine Capital"
Mollie,6.00 ,9/8/2020,Fintech,Amsterdam,Netherlands,Europe,2004,0.93 ,Technology Crossover Ventures
Doctolib,6.00 ,3/19/2019,Health,Paris,France,Europe,2013,0.82 ,"BPI France, Kerala Ventures, Accel"
FiveTran,6.00 ,6/30/2020,Data management ,Oakland,United States,North America,2012,0.73 ,"Matrix Partners, Andreessen Horowitz, General Catalyst"
Postman,6.00 ,6/11/2020,Internet software ,San Francisco,United States,North America,2014,0.43 ,"Nexus Venture Partners, CRV, Insight Partners"
Back Market,6.00 ,5/18/2021,E-commerce ,Paris,France,Europe,2014,1.00 ,"Aglae Ventures, Eurazeo, Daphni"
Cityblock Health,6.00 ,12/10/2020,Health,Brooklyn,United States,North America,2017,0.89 ,"Thrive Capital, Maverick Ventures, Redpoint Ventures"
DataRobot,6.00 ,7/29/2019,Artificial intelligence,Boston,United States,North America,2012,1.00 ,"New Enterprise Associates, Accomplice, IA Ventures"
Personio,6.00 ,1/19/2021,Internet software ,Munich,Germany,Europe,2015,0.52 ,"Global Founders Capital, Nortzone Ventures, Picus Capital"
RELEX Solutions,6.00 ,2/17/2022,Supply chain,Helsinki,Finland,Europe,2005,0.80 ,"Blackstone, Technology Crossover Ventures, Summit Partners"
Vice Media,6.00 ,4/2/2011,Internet software ,Brooklyn,United States,North America,1994,1.00 ,"Technology Crossover Ventures, A&E Television Networks"
Workato,6.00 ,1/12/2021,Internet software ,Mountain View,United States,North America,2013,0.42 ,"Battery Ventures, Storm Ventures, Redpoint Ventures"
Upgrade,6.00 ,2/12/2018,Fintech,San Francisco,United States,North America,2016,0.58 ,"Union Square Ventures, Ribbit Capital, VY Capital"
Lianjia,6.00 ,4/7/2016,E-commerce ,Beijing,China,Asia,2001,1.00 ,"Tencent, Baidu, Huasheng Capital"
Hinge Health,6.00 ,1/6/2021,Health,San Francisco,United States,North America,2015,0.83 ,"Atomico, Insight Partners, Coatue Management"
Lyra Health,6.00 ,8/25/2020,Health,Burlingame,United States,North America,2015,0.91 ,"Greylock Partners, Venrock, Providence Ventures"
Benchling,6.00 ,4/14/2021,Internet software ,San Francisco,United States,North America,2012,0.41 ,"Thrive Capital, Benchmark, MenloVentures"
Better.com,6.00 ,11/10/2020,Fintech,New York,United States,North America,2018,0.41 ,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers"
iCapital Network,6.00 ,7/27/2021,Fintech,New York,United States,North America,2013,0.73 ,"BlackRock, Blackstone, UBS"
Wiz,6.00 ,3/17/2021,Cybersecurity,Tel Aviv,Israel,Asia,2020,0.60 ,"Insight Partners, Sequoia Capital, Index Ventures"
National Stock Exchange of India,7.00 ,7/1/2020,Fintech,Mumbai,India,Asia,1998,0.30 ,"TA Associates, SoftBank Group, GS Growth"
Meicai,7.00 ,6/22/2016,Mobile ,Beijing,China,Asia,2014,1.00 ,"Tiger Global Management, Blue Lake Capital, ZhenFund"
Impossible Foods,7.00 ,5/13/2019,Consumer ,Redwood City,United States,North America,2011,2.00 ,"Khosla Ventures, Horizons Ventures, Temasek Holdings"
CRED,7.00 ,4/6/2021,Fintech,Bengaluru,India,Asia,2018,0.92 ,"Tiger Global Management, DST Global, Sequoia Capital India"
Attentive,7.00 ,9/23/2020,Mobile ,Hoboken,United States,North America,2016,0.87 ,"NextView Ventures, Eniac Ventures, Sequoia Capital"
Ola Cabs,7.00 ,10/27/2014,Auto ,Bengaluru,India,Asia,2010,4.00 ,"Accel Partners, SoftBank Group, Sequoia Capital"
Rippling,7.00 ,8/4/2020,Internet software ,San Francisco,United States,North America,2017,0.45 ,"Initialized Capital, Y Combinator, Kleiner Perkins Caufield & Byers"
Carta,7.00 ,5/6/2019,Fintech,San Francisco,United States,North America,2012,1.00 ,"Menlo Ventures, Spark Capital, Union Square Ventures"
Toss,7.00 ,12/9/2018,Fintech,Seoul,South Korea,Asia,2013,0.84 ,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers"
Ziroom,7.00 ,1/17/2018,E-commerce ,Beijing,China,Asia,2011,2.00 ,"Sequoia Capital China, Warburg Pincus, General Catalyst"
Scale AI,7.00 ,8/5/2019,Artificial intelligence,San Francisco,United States,North America,2018,0.60 ,"Accel, Y Combinator, Index Ventures"
Gong,7.00 ,8/12/2020,Artificial intelligence,Palo Alto,United States,North America,2015,0.58 ,"Norwest Venture Partners, Next World Capital, Wing Venture Capital"
TripActions,7.00 ,11/8/2018,Travel,Palo Alto,United States,North America,2015,0.91 ,"Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures"
1Password,7.00 ,7/8/2021,Cybersecurity,Toronto,Canada,North America,2005,0.91 ,"Slack Fund, Accel, Skip Capital"
Automation Anywhere,7.00 ,7/2/2018,Artificial intelligence,San Jose,United States,North America,2003,0.85 ,"General Atlantic, Goldman Sachs, New Enterprise Associates"
Gemini,7.00 ,11/19/2021,Fintech,New York,United States,North America,2015,0.42 ,"Morgan Creek Digital, Marcy Venture Partners, 10T Fund"
ConsenSys,7.00 ,11/17/2021,Fintech,New York,United States,North America,2014,0.66 ,"Third Point, Electric Capital, Coinbase Ventures"
Ro,7.00 ,7/27/2020,Health,New York,United States,North America,2017,1.00 ,"Initialized Capital, General Catalyst, SignalFire"
Dream11,8.00 ,4/9/2019,Internet software ,Mumbai,India,Asia,2007,2.00 ,"Kaalari Capital, Tencent Holdings, Steadview Capital"
DJI Innovations,8.00 ,1/23/2015,Hardware,Shenzhen,China,Asia,2006,0.11 ,"Accel Partners, Sequoia Capital"
Netskope,8.00 ,11/13/2018,Cybersecurity,Santa Clara,United States,North America,2012,1.00 ,"Lightspeed Venture Partners, Social Capital, Accel"
Razorpay,8.00 ,10/11/2020,Fintech,Bengaluru,India,Asia,2013,0.74 ,"Sequoia Capital India, Tiger Global Management, Matrix Partners India"
Dapper Labs,8.00 ,3/30/2021,Fintech,Vancouver,Canada,North America,2018,0.61 ,"Union Square Ventures, Venrock, Andreessen Horowitz"
Lacework,8.00 ,1/7/2021,Cybersecurity,San Jose,United States,North America,2015,2.00 ,"Sutter Hill Ventures, Liberty Global Ventures, Coatue Management"
Tipalti,8.00 ,10/6/2020,Fintech,San Mateo,United States,North America,2010,0.55 ,"01 Advisors, Zeev Ventures, Group 11"
Hopin,8.00 ,11/10/2020,Internet software ,London,United Kingdom,Europe,2019,1.00 ,"Accel, Northzone Ventures, Institutional Venture Partners"
Caris Life Sciences,8.00 ,5/12/2021,Health,Irving,United States,North America,1996,1.00 ,"Sixth Street Partners, OrbiMed Advisors, Highland Capital Management"
Ramp,8.00 ,3/29/2021,Fintech,New York,United States,North America,2019,0.66 ,"D1 Capital Partners, Stripe, Coatue Management"
Tempus,8.00 ,3/21/2018,Health,Chicago,United States,North America,2015,0.82 ,"New Enterprise Associates, T. Rowe Associates, Lightbank"
Fireblocks,8.00 ,7/27/2021,Fintech,New York,United States,North America,2018,1.00 ,"Tenaya Capital, Coatue Management, Stripes Group"
Flexport,8.00 ,4/30/2018,Supply chain,San Francisco,United States,North America,2013,2.00 ,"Bloomberg Beta, Founders Fund, First Round Capital"
Dunamu,9.00 ,7/22/2021,Fintech,Seoul,South Korea,Asia,2012,0.07 ,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities"
Yanolja,9.00 ,6/10/2019,Travel,Seoul,South Korea,Asia,2005,2.00 ,"SBI Investment Korea, Partners Investment, GIC"
Pony.ai,9.00 ,7/11/2018,Artificial intelligence,Fremont,United States,North America,2016,1.00 ,"Sequoia Capital China, IDG Capital, DCM Ventures"
Nuro,9.00 ,2/11/2019,Auto ,Mountain View,United States,North America,2016,2.00 ,"SoftBank Group, Greylock Partners, Gaorong Capital"
Snyk,9.00 ,1/21/2020,Cybersecurity,Boston,United States,North America,2015,1.00 ,"BOLDstart Ventures, Google Ventures, Accel"
Kavak,9.00 ,10/1/2020,E-commerce ,Lerma de Villada,Mexico,North America,2016,2.00 ,"DST Global, SoftBank Group, Mountain Nazca"
N26,9.00 ,1/10/2019,Fintech,Berlin,Germany,Europe,2013,2.00 ,"Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures"
Klaviyo,9.00 ,11/17/2020,Internet software ,Boston,United States,North America,2012,0.68 ,"Summit Partners, Accel, Astral Capital"
Niantic,9.00 ,11/24/2017,Mobile ,San Francisco,United States,North America,2015,0.77 ,"Nintendo, Google, Pokemon Company International, Spark Capital"
Tanium,9.00 ,3/31/2015,Cybersecurity,Kirkland,United States,North America,2007,0.78 ,"Andreessen Horowitz, Nor-Cal Invest, TPG Growth"
Zuoyebang,10.00 ,7/18/2018,Edtech,Beijing,China,Asia,2014,3.00 ,"Sequoia Capital China, Xiang He Capital, GGV Capital"
Ripple,10.00 ,12/20/2019,Fintech,San Francisco,United States,North America,2012,0.29 ,"IDG Capital, Venture51, Lightspeed Venture Partners"
OYO Rooms,10.00 ,9/25/2018,Travel,Gurugram,India,Asia,2012,3.00 ,"SoftBank Group, Sequoia Capital India,Lightspeed India Partners"
OutSystems,10.00 ,6/5/2018,Internet software ,Boston,United States,North America,2001,0.57 ,"KKR, ES Ventures, North Bridge Growth Equity"
ServiceTitan,10.00 ,11/14/2018,Internet software ,Glendale,United States,North America,2012,1.00 ,"Bessemer Venture Partners, ICONIQ Capital, Battery Ventures"
Alchemy,10.00 ,10/28/2021,Fintech,San Francisco,United States,North America,2017,0.56 ,"DFJ Growth Fund, Coatue Management, Addition"
Chehaoduo,10.00 ,3/12/2016,E-commerce ,Beijing,China,Asia,2015,4.00 ,"Sequoia Capital China, GX Capital"
Digital Currency Group,10.00 ,11/1/2021,Fintech,New York,United States,North America,2015,1.00 ,"Ribbit Capital, capitalG, Softbank Group"
Figma,10.00 ,4/30/2020,Internet software ,San Francisco,United States,North America,2012,0.33 ,"Index Ventures, Greylock Partners, Kleiner Perkins Caufield & Byers"
Gusto,10.00 ,12/18/2015,Fintech,San Francisco,United States,North America,2011,0.69 ,"General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers"
Lalamove,10.00 ,2/21/2019,Supply chain,Cheung Sha Wan,Hong Kong,Asia,2013,2.00 ,"MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital"
Notion Labs,10.00 ,4/1/2020,Internet software ,San Francisco,United States,North America,2016,0.34 ,"Index Ventures, Draft Ventures, Felicis Ventures"
reddit,10.00 ,7/31/2017,Internet software ,San Francisco,United States,North America,2005,1.00 ,"Y Combinator, Sequoia Capital, Coatue Management"
Talkdesk,10.00 ,10/3/2018,Internet software ,San Francisco,United States,North America,2011,0.48 ,"DJF, Salesforce Ventures, Storm Ventures"
Thrasio,10.00 ,7/15/2020,Other,Walpole,United States,North America,2018,2.00 ,"Upper90, RiverPark Ventures, Advent International"
ZongMu Technology,11.00 ,6/3/2021,Auto ,Shanghai,China,Asia,2013,0.38 ,"LTW Capital, Legend Capital, Qualcomm Ventures"
Bolt,11.00 ,5/29/2018,Auto ,Tallinn,Estonia,Europe,2013,1.00 ,"Didi Chuxing, Diamler, TMT Investments"
Swiggy,11.00 ,6/21/2018,Supply chain,Bengaluru,India,Asia,2014,5.00 ,"Accel India, SAIF Partners, Norwest Venture Partners"
Weilong Foods,11.00 ,5/8/2021,Consumer ,Luohe,China,Asia,1999,0.56 ,"Tencent Holdings, Hillhouse Capital Management, Yunfeng Capital"
Global Switch,11.00 ,12/22/2016,Hardware,London,United Kingdom,Europe,1998,5.00 ,"Aviation Industry Corporation of China, Essence Financial, Jiangsu Sha Steel Group"
Bolt,11.00 ,10/8/2021,Fintech,San Francisco,United States,North America,2014,1.00 ,"Activant Capital, Tribe Capital, General Atlantic"
Celonis,11.00 ,6/26/2018,Data management ,Munich,Germany,Europe,2011,1.00 ,"Accel, 83North"
Argo AI,12.00 ,7/12/2019,Artificial intelligence,Pittsburgh,United States,North America,2016,4.00 ,"Volkswagen Group, Ford Autonomous Vehicles"
Northvolt,12.00 ,6/12/2019,Other,Stockholm,Sweden,Europe,2016,4.00 ,"Vattenfall, Volkswagen Group, Goldman Sachs"
Faire,12.00 ,10/30/2019,Artificial intelligence,San Francisco,United States,North America,2017,1.00 ,"Khosla Ventures, Forerunner Ventures, Sequoia Capital"
Airtable,12.00 ,11/15/2018,Internet software ,San Francisco,United States,North America,2013,1.00 ,"Caffeinated Capital, CRV, Founder Collective"
Brex,12.00 ,10/5/2018,Fintech,San Francisco,United States,North America,2017,1.00 ,"DST Global, Ribbit Capital, Greenoaks Capital Management"
Getir,12.00 ,3/26/2021,E-commerce ,Istanbul,Turkey,Europe,2015,2.00 ,"Tiger Global Management, Sequoia Capital, Revo Capital"
Biosplice Therapeutics,12.00 ,8/6/2018,Health,San Diego,United States,North America,2008,0.80 ,"Vickers Venture Partners, IKEA GreenTech"
Bitmain,12.00 ,7/6/2018,Hardware,Beijing,China,Asia,2015,0.77 ,"Coatue Management, Sequoia Capital China, IDG Capital"
GoodLeap,12.00 ,10/13/2021,Internet software ,Roseville,United States,North America,2003,0.80 ,"New Enterprise Associates, BDT Capital Partners, Davidson Kempner Capital Management"
Xingsheng Selected,12.00 ,7/22/2020,E-commerce ,Changsha,China,Asia,2009,5.00 ,"KKR, Tencent Holdings, Sequoia Capital China"
Plaid,13.00 ,12/11/2018,Fintech,San Francisco,United States,North America,2012,0.73 ,"New Enterprise Associates, Spar Capital, Index Ventures"
Devoted Health,13.00 ,10/16/2018,Health,Waltham,United States,North America,2017,2.00 ,"Andreessen Horowitz, F-Prime Capital, Venrock"
OpenSea,13.00 ,7/20/2021,E-commerce ,New York,United States,North America,2017,0.43 ,"Andreessen Horowitz, Thirty Five Ventures, Sound Ventures"
Grammarly,13.00 ,10/10/2019,Internet software ,San Francisco,United States,North America,2009,0.40 ,"General Catalyst, Institutional Venture Partners, Breyer Capital"
Blockchain.com,14.00 ,2/17/2021,Fintech,London,United Kingdom,Europe,2011,0.49 ,"Lightspeed Venture Partners, Google Ventures, Lakestar"
Rapyd,15.00 ,12/3/2019,Fintech,London,United Kingdom,Europe,2016,0.77 ,"Target Global, General Catalyst, Durable Capital Partners"
Discord,15.00 ,4/20/2018,Internet software ,San Francisco,United States,North America,2012,0.98 ,"Benchmark, Greylock Partners, Tencent Holdings"
Genki Forest,15.00 ,3/1/2020,Consumer ,Beijing,China,Asia,2016,0.72 ,"Sequoia Capital China, Longfor Capitalm, Gaorong Capital"
goPuff,15.00 ,10/8/2020,E-commerce ,Philadelphia,United States,North America,2013,3.00 ,"Accel, Softbank Group, Anthos Capital"
Yuanfudao,17.00 ,5/31/2017,Edtech,Beijing,China,Asia,2012,4.00 ,"Tencent Holdings, Warbug Pincus, IDG Capital"
Miro,18.00 ,1/5/2022,Internet software ,San Francisco,United States,North America,2011,0.48 ,"Accel, AltaIR Capital, Technology Crossover Ventures"
J&T Express,20.00 ,4/7/2021,Supply chain,Jakarta,Indonesia,Asia,2015,5.00 ,"Hillhouse Capital Management, Boyu Capital, Sequoia Capital China"
Xiaohongshu,20.00 ,3/31/2016,E-commerce ,Shanghai,China,Asia,2013,0.92 ,"GGV Capital, ZhenFund, Tencent"
BYJU's,22.00 ,7/25/2017,Edtech,Bengaluru,India,Asia,2008,4.00 ,"Tencent Holdings, Lightspeed India Partners, Sequoia Capital India"
Chime,25.00 ,3/5/2019,Fintech,San Francisco,United States,North America,2013,2.00 ,"Forerunner Ventures, Crosslink Capital, Homebrew"
Fanatics,27.00 ,6/6/2012,E-commerce ,Jacksonville,United States,North America,2002,4.00 ,"SoftBank Group, Andreessen Horowitz, Temasek Holdings"
Epic Games,32.00 ,10/26/2018,Other,Cary,United States,North America,1991,7.00 ,"Tencent Holdings, KKR, Smash Ventures"
FTX,32.00 ,7/20/2021,Fintech,Bahamas,Bahamas,North America,2018,2.00 ,"Sequoia Capital, Thoma Bravo, Softbank"
Revolut,33.00 ,4/26/2018,Fintech,London,United Kingdom,Europe,2015,2.00 ,"index Ventures, DST Global, Ribbit Capital"
JUUL Labs,38.00 ,12/20/2017,Consumer ,San Francisco,United States,North America,2015,14.00 ,Tiger Global Management
Databricks,38.00 ,2/5/2019,Data management ,San Francisco,United States,North America,2013,3.00 ,"Andreessen Horowitz, New Enterprise Associates, Battery Ventures"
Instacart,39.00 ,12/30/2014,Supply chain,San Francisco,United States,North America,2012,3.00 ,"Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund"
Canva,40.00 ,1/8/2018,Internet software ,Surry Hills,Australia,Oceania,2012,0.57 ,"Sequoia Capital China, Blackbird Ventures, Matrix Partners"
Checkout.com,40.00 ,5/2/2019,Fintech,London,United Kingdom,Europe,2012,2.00 ,"Tiger Global Management, Insight Partners, DST Global"
Klarna,46.00 ,12/12/2011,Fintech,Stockholm,Sweden,Europe,2005,4.00 ,"Institutional Venture Partners, Sequoia Capital, General Atlantic"
Stripe,95.00 ,1/23/2014,Fintech,San Francisco,United States,North America,2010,2.00 ,"Khosla Ventures, LowercaseCapital, capitalG"
SpaceX,100.00 ,12/1/2012,Other,Hawthorne,United States,North America,2002,7.00 ,"Founders Fund, Draper Fisher Jurvetson, Rothenberg Ventures"
SHEIN,100.00 ,7/3/2018,E-commerce ,Shenzhen,China,Asia,2008,2.00 ,"Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners"
Bytedance,180.00 ,4/7/2017,Artificial intelligence,Beijing,China,Asia,2012,8.00 ,"Sequoia Capital China, SIG Asia Investments, Sina Weibo, Softbank Group"
